,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
70,Robert Ives,"647 Davis Mountains
Goodburgh, NC 06902", Male,11/1/1950, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.5905471250293989,-0.049760330148127474,-0.22716575022407376,131.1328125,45.77259877,0.204238625,0.315679828,6.6479933110000005,32.39937865,5.430796752999999,30.02787411,69.0,0.0
71,Matthew Williams,"10638 Yolanda Stravenue
Port Moniqueberg, SD 61627", Male,10/2/1958, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, State-gov,-0.44728577589804736,-0.307121916819555,-0.7761563769179458,-0.049760330148127474,-0.22716575022407376,127.8515625,57.26638546,0.024468783,-0.903343746,23.38294314,54.88085767,2.120021521,2.99763853,61.0,0.0
72,Matthew Dehn,"2946 Montoya Vista
Brendaburgh, IL 57934", female,3/8/1970, White, Never-married, Adm-clerical,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.36076246015015817,-0.049760330148127474,-0.22716575022407376,47.9375,39.75604317,3.198624693,12.6268414,14.94147157,44.21929525,3.430628165,11.83681115,49.0,1.0
73,Miguel Harrison,"25535 Bird Rue
Harrisfort, NJ 71162", Male,17/5/1975, Black, Separated, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.833764497646748,-0.049760330148127474,-0.22716575022407376,71.3984375,40.67906784,2.262237471,6.2993828910000005,31.65551839,64.225903,1.965983617,2.714476897,44.0,1.0
74,George Schreckengost,"4416 Janet Mountain
Jasonhaven, NE 70316", Male,1/6/1958, Asian-Pac-Islander, Married-civ-spouse, Craft-repair,f, Husband, Some-college,>50K, Philippines, Private,-0.06036390113009848,-0.307121916819555,-0.8453074388785998,-0.049760330148127474,-0.22716575022407376,54.5078125,35.7617979,3.291811291,14.7187148,24.07441472,57.79839238,2.442852563,4.852352898,61.0,1.0
75,James Minter,"0151 Sarah throughway
East Kaylaside, IA 43998", female,27/2/1963, White, Separated, Sales,f, Unmarried, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.893449121118739,-1.261923599818217,-0.22716575022407376,77.953125,31.00626433,1.994928318,9.388118453999999,15.85200669,48.62774788,3.03553347,8.031967196,56.0,1.0
76,Henry Lacy,"33287 Moreno falls
South Ericaside, WV 31474", Male,11/5/1968, Black, Divorced, Sales,f,Not_in_family, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.24780814831110154,-0.049760330148127474,-0.22716575022407376,124.7109375,46.60374052,0.123094857,-0.129308004,3.681438127,24.99323701,7.221072985,53.21433473,51.0,0.0
77,Mauricio thornbury,"1507 Seth Branch Apt. 091
East Edwardton, tN 28513", Male,21/1/1988, White, Never-married, Handlers-cleaners,f,Not_in_family, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,-0.307121916819555,2.0103833166912937,-0.37619204803053097,-0.22716575022407376,88.109375,36.96582763,0.731360034,2.426171674,3.85451505,24.43304765,6.853368689,49.06597862,31.0,0.0
78,Robert Williams,"862 Caitlin Loop Apt. 381
Rebeccaville, MI 84841", Male,1/9/1957, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,-0.5876827146992021,0.36102666530117616,-0.22716575022407376,148.5234375,51.24709822,-0.211856859,-0.323275582,2.465719064,19.77011686,9.108361256,88.71959887,62.0,0.0
79,Gordon funderburk,"8239 Bethany Canyon
New Gabrielstad, ID 27232", Male,6/6/1961, White, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-1.9059742248948814,1.6089756412038498,-0.22716575022407376,31.296875,35.84937224,4.2602693810000005,19.16800831,65.32475703995821,58.65664338,-1.86231995,2.391870403,58.0,1.0
80,Kelvin Olson,"44734 Bruce Burg
Jeremyland, NE 72793", Male,29/3/1964, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.1664138151404334,-0.049760330148127474,-0.22716575022407376,138.1171875,49.95976836,0.04980599,-0.430349955,5.455685619,29.2428228,5.573285967,31.08306032,55.0,0.0
81,James Huffman,"0080 Brooke Plaza Apt. 045
Mercadoview, NE 39624", Male,17/10/1971, White, Divorced, Other-service,f, Unmarried, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,-0.307121916819555,-0.19107839100784402,0.36102666530117616,-0.22716575022407376,127.5625,47.20595666,0.217553111,-0.25223712,3.60367893,25.4167298,7.334659658,54.00252625,48.0,0.0
82,timmy Strackbein,"USCGC Jennings
fPO AP 12644", Male,10/5/1974, White, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.49589412273778416,-0.049760330148127474,-0.22716575022407376,142.09375,46.95799944,-0.157095483,0.054323392000000005,2.668060201,21.8828062,8.554434018,74.43878173,45.0,0.0
83,James Bahner,"USS Campbell
fPO AA 29413", Male,28/12/1982, Asian-Pac-Islander, Divorced, Exec-managerial,f,Not_in_family, Masters,>50K, Japan, Self-emp-inc,1.5959913061532025,-0.307121916819555,-0.5334205590328482,4.934942724489834,-0.22716575022407376,101.484375,48.11022247,0.379149141,0.255625618,0.789297659,10.92835068,16.97015536,327.4904755,36.0,0.0
84,Michael fondren,"81911 Walker Mall Apt. 577
Port tara, SD 05299", Male,1/11/1965, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Local-gov,1.1667590804424672,-0.307121916819555,-1.9609901892067054,0.36102666530117616,-0.22716575022407376,131.7109375,39.91204242,-0.14201586300000002,0.693261668,4.011705686,23.71951196,7.0601041539999985,53.79888022,53.0,0.0
85,Robert Michels,"81903 Derrick Prairie Suite 019
Donaldburgh, HI 14855", female,8/4/1970, Black, Never-married, tech-support,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.280489346565364,-0.049760330148127474,-0.22716575022407376,113.5234375,43.84382169,0.267889372,0.229945497,3.074414716,19.92872704,7.540242005,63.09524259,49.0,0.0
86,Ramon Butcher,"Unit 0491 Box 7117
DPO AP 92730", female,17/9/1978, White, Never-married, Sales,t,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.6357660417006968,1.6089756412038498,-0.22716575022407376,112.6328125,48.36480369,0.111596657,-0.16871837899999995,7.637123746,33.72238759,4.554693126,20.25513679,41.0,0.0
87,Bruce Dillard,"PSC 8870, Box 1403
APO AA 95621", Male,8/8/1986, White, Married-civ-spouse, Adm-clerical,f, Husband, Bachelors,<=50K, England, Self-emp-not-inc,1.1667590804424672,-0.307121916819555,-0.07644527531693378,-0.049760330148127474,-0.22716575022407376,118.2578125,54.44323966,0.107327196,-0.467778831,1.9590301,12.0798968,11.22562618,182.7762883,33.0,0.0
88,Patrick Roberts,"5590 Anderson Lodge
East Sarah, Mt 19400", female,1/5/1967, White, Never-married, Craft-repair,f,Own_child, 10th,<=50K, United-States, Private,-1.5306909589764228,-0.307121916819555,-0.010543945376755013,-1.6574119401277534,-0.22716575022407376,108.7890625,41.64219846,0.109505013,0.8549891740000001,3.766722408,22.94919348,6.749890213,49.03929937,52.0,0.0
89,Malcolm Rotz,"Unit 1526 Box 4192
DPO AA 44118", female,17/2/1970, White, Divorced, Exec-managerial,t, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.7467968704017621,0.7745746796839207,-0.22716575022407376,119.1171875,48.85319544,-0.273984812,0.064259762,92.96237458,66.4998042275249,-0.23953768,-1.846973815,49.0,0.0
90,James Eells,"50848 Mckenzie Burg
Robinsonfurt, IL 93979", female,8/2/1965, Black, Never-married, transport-moving,f, Unmarried, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,2.3914006554940004,-0.049760330148127474,-0.22716575022407376,117.6328125,60.05386529,-0.04809124,-0.658662679,2.923913043,18.76433847,8.395848196000001,80.64971993,54.0,0.0
91,John Swelgart,"Unit 9984 Box 7757
DPO AE 51043", female,21/2/1975, White, Married-spouse-absent, Exec-managerial,f, Unmarried, Some-college,<=50K, Puerto-Rico, Private,-0.06036390113009848,-0.307121916819555,0.4183324932662502,-0.4574700075170363,-0.22716575022407376,101.6953125,49.03738347,0.294587683,0.032867804,2.468227425,16.30970618,9.111689158999999,98.24653426,44.0,0.0
92,Heath Albro,"2549 Melissa Springs
Joneston, KY 61291", Male,8/8/1980, Black, Never-married, Other-service,f,Other_relative, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.02285781451079392,-0.37619204803053097,-0.22716575022407376,116.9296875,55.03268682,0.295870987,-0.259980394,1.18729097,15.01866305,13.36470637,185.3036351,39.0,0.0
93,Robert fowler,"4132 Garcia Lake
North Nancyside, MS 87804", female,27/4/1940, White, Divorced, Exec-managerial,t, Unmarried, Some-college,<=50K, Iran, Private,-0.06036390113009848,-0.307121916819555,0.13717639801729828,0.36102666530117616,-0.22716575022407376,46.5703125,29.19778555,4.654369547,29.26685,21.29180602,56.49477704,2.739057795,6.384247222999999,79.0,1.0
94,Joseph Binford,"2236 thompson turnpike Suite 711
South Aprilstad, NM 48743", Male,7/5/1964, Black, Never-married, Handlers-cleaners,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.6713720901922475,-0.049760330148127474,-0.22716575022407376,135.8515625,49.25366259,0.070941275,0.099803454,1.741638796,11.95438538,11.99774992,196.4760206,55.0,0.0
95,William Newton,"80719 Brandon Inlet
Wellsburgh, ID 59002", Male,7/2/1978, Black, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.4248071327817636,-0.049760330148127474,-0.22716575022407376,123.125,40.15322216,0.115251091,0.7762453229999999,3.077759197,17.61621157,8.012613837,78.91958286,41.0,0.0
96,Mike Rogers,"0972 Alvarez Highway
Roweberg, fL 72981", female,6/10/1964, Black, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,1.7359348433229922,-0.049760330148127474,-0.22716575022407376,112.53125,47.74949893,0.009085545,-0.17136593100000005,3.517558528,21.00120699,7.437676802,62.25621633,55.0,0.0
97,Charles Ryan,"842 Kirk Station
Mackenziemouth, OH 53152", female,30/12/1990, White, Never-married, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.2622880069293959,0.7745746796839207,-0.22716575022407376,104.8671875,51.55903338,0.427602796,0.117123877,1.841973244,18.50994339,10.76692284,120.858204,29.0,0.0
98,Jon Doss,"590 thomas Rapids
Lake Mitchell, Vt 78060", Male,3/3/1976, White, Never-married, transport-moving,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.1115920577205072,-1.261923599818217,-0.22716575022407376,95.375,40.80134802,0.251214803,0.998484848,2.7424749160000004,18.71960596,9.40906347,102.1306576,43.0,0.0
99,Kenneth Weatherholt,"505 Jennifer Stream
North Crystal, CO 47539", Male,26/5/1976, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,<=50K, United-States, Self-emp-not-inc,-0.06036390113009848,3.2560314542902717,-1.5424840564261546,-0.049760330148127474,-0.22716575022407376,100.609375,53.66100691,0.739238287,-0.080336346,2.982441472,21.14056775,8.967146098999999,85.02240544,43.0,0.0
100,James Garner,"90354 Harrington Ridge
Port Susanland, AZ 78824", female,23/2/1970, Black, Divorced, Adm-clerical,f,Not_in_family, Assoc-acdm,<=50K, United-States, Private,0.7472751289507462,-0.307121916819555,-2.1735748120915543,0.36102666530117616,-0.22716575022407376,97.0625,42.75835993,0.926459987,2.125474964,10.4590301,41.06904408,4.060036602,15.78317608,49.0,0.0
101,Robert Chaligoj,"Unit 7200 Box 5026
DPO AE 53944", Male,21/3/1986, White, Divorced, Craft-repair,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.8607832155013276,0.7745746796839207,-0.22716575022407376,110.7578125,54.31012597,0.169977071,-0.564227383,1.559364548,16.17361867,13.23143838,189.0253296,33.0,0.0
102,Albert Archambault,"Unit 0738 Box 8109
DPO AP 88183", female,28/12/1957, White, Widowed, Craft-repair,f,Not_in_family, 7th-8th,<=50K, United-States, Private,-2.1765498657875755,-0.307121916819555,0.1868092328832892,-2.0470969109887007,-0.22716575022407376,84.7109375,39.26813919,0.579595905,2.110222245,2.9389632110000004,18.17879761,7.724942578999999,70.28972319,62.0,0.0
103,Robert Kistner,"PSC 2320, Box 5305
APO AE 19630", Male,5/3/1951, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.4251282752789927,3.9870379621102665,-0.22716575022407376,40.421875,31.7196236,4.504206249,25.1930472,19.26755853,48.16018406,3.021872524,8.989669512999999,68.0,1.0
104,Warren Horn,"77206 Allen Mews
North Jenniferberg, WY 51036", female,28/6/1958, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.36721656753516996,-1.6574119401277534,-0.22716575022407376,22.9296875,32.48008611,5.277008542,30.36109107,83.38906401946717,65.71728224,-0.367439677,-0.18648862,61.0,1.0
105,tim Correy,"159 french Ways
West Paul, Ct 44122", Male,6/4/1987, White, Never-married, Prof-specialty,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.34196691355306985,0.7745746796839207,-0.22716575022407376,95.171875,42.95730245,0.879437314,1.848678762,2.558528428,16.14987557,9.463292112000001,113.1898563,32.0,1.0
106,Roy Wagner,"494 Chang Inlet Suite 982
Port Lisachester, CO 71645", Male,5/2/1962, Black, Married-civ-spouse, Craft-repair,f, Husband, 9th,>50K, trinadad&tobago, Local-gov,-1.8623011004352616,-0.307121916819555,-0.18576148155386757,-0.049760330148127474,-0.22716575022407376,139.1875,49.68018814,-0.107615674,-0.264712974,9.669732441,40.38929028,4.253016738,17.23105166,57.0,0.0
107,Calvin Drake,"046 Rodriguez Locks
Lake Deborah, AZ 22217", Male,13/8/1983, White, Separated, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.7048932439576595,-0.049760330148127474,-0.22716575022407376,111.5625,42.10213586,0.31927647600000003,0.5741044120000001,1.281772575,13.76650856,13.80589309,218.0103307,36.0,0.0
108,Alberto Martin,"4834 Kevin Ports
Port Alexis, WY 43803", Male,21/6/1969, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Self-emp-inc,-0.44728577589804736,3.2560772153699853,0.6673141105851963,0.36102666530117616,-0.22716575022407376,143.6953125,49.45571861,-0.496871328,-0.14146013400000002,107.0376254,77.59119840000002,-0.6032483160000001,-1.515748583,50.0,0.0
109,Carlos Sikora,"660 Mathew Via Apt. 223
West travis, WA 25312", Male,28/9/1967, White, Divorced, Sales,f,Not_in_family, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.29112089899620064,1.6089756412038498,-0.22716575022407376,109.9140625,47.88952576,0.014711600000000003,-0.08442582800000001,0.551003344,9.671437138,13.659882651404489,228.54769260135865,52.0,0.0
110,William Haack,"48507 Charles ferry Suite 357
East Lauraport, Ut 01457", Male,5/10/1946, Asian-Pac-Islander, Married-civ-spouse, Other-service,f, Husband, HS-grad,<=50K, China, Private,-0.44728577589804736,-0.307121916819555,0.013967269000895692,-0.049760330148127474,-0.22716575022407376,70.8828125,41.35547521,1.667338589,4.096050525,3.737458194,24.97697203,7.24159125,54.59931547,73.0,1.0
111,Joseph Olson,"5011 Michael Street Suite 423
Chadfort, IL 94550", female,1/3/1958, White, Separated, Prof-specialty,f, Unmarried, Bachelors,>50K, United-States, Private,1.1667590804424672,3.256073994608555,-0.6104691882809179,-0.700456157779115,-0.22716575022407376,75.7265625,43.68543716,1.801754237,4.555957337,10.12792642,42.69567807,4.295452708,17.41990159,61.0,1.0
112,Scott Brown,"08618 Bentley Union
Port Monique, ID 98094", female,2/2/1966, White, Married-civ-spouse, Sales,f, Wife, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-2.175450791301094,-0.13155987951965611,-0.22716575022407376,127.4453125,50.78182632,0.224905806,-0.244082484,11.40886288,45.0457503,3.999772193,14.81173829,53.0,0.0
113,Robert Artrip,"51400 Montgomery Cape Apt. 356
Lake Chasefurt, LA 82797", Male,7/9/1945, White, Never-married, Sales,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.44679303734490866,-0.049760330148127474,-0.22716575022407376,102.8515625,41.52523514,0.338228323,0.611358171,2.072742475,13.70626738,10.25948861,137.00994369999998,74.0,0.0
114,John Lapp,"7974 Zachary Summit
Chavezton, MI 60414", Male,30/10/1967, Black, Widowed, Craft-repair,f,Not_in_family, 7th-8th,<=50K, United-States, Private,-2.1765498657875755,-0.307121916819555,-1.2600107413402983,-0.049760330148127474,-0.22716575022407376,130.7265625,59.37509406,-0.058869538,-0.594023791,2.977424749,17.30110071,8.31057945,83.17580306,51.0,0.0
115,Dave fraire,"Unit 9476 Box 8527
DPO AA 85990", Male,26/10/1964, White, Married-civ-spouse, Sales,f, Husband, HS-grad,>50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.04069325384063189,1.6089756412038498,-0.22716575022407376,118.640625,44.15769581,-0.02190355,0.284542513,2.843645485,18.43268876,8.917793559,91.3306772,54.0,0.0
116,Napoleon Branner,"14910 James fields Suite 996
Port Jeanettemouth, WA 86207", female,15/10/1974, White, Divorced, Other-service,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.719712345966641,-0.049760330148127474,-0.22716575022407376,124.296875,39.68830892,0.223238873,0.964167352,3.634615385,19.57041414,7.496235592000001,68.54564556,45.0,0.0
